50.00958	18.957275	
50.011204	18.957619	
50.012764	18.957212	
50.014183	18.956089	
50.01532	18.95436	
50.016335	18.952257	
50.017284	18.95028	
50.018345	18.94838	
50.019825	18.94642	
50.021435	18.94431	
50.023113	18.942478	
50.02495	18.941189	
50.026817	18.940567	
50.028767	18.940575	
50.030735	18.940784	
50.03274	18.941006	
50.03477	18.941216	
50.03671	18.941404	
50.03876	18.94168	
50.04084	18.941984	
50.042896	18.94221	
50.044827	18.942448	
50.046562	18.94267	
50.04775	18.942812	
50.048817	18.94314	
50.04903	18.943228	
50.04981	18.943665	
50.05116	18.944864	
50.052406	18.946737	
50.053493	18.949053	
50.054672	18.951536	
50.05479	18.951792	
50.055954	18.95429	
50.057037	18.95663	
50.058163	18.95903	
50.059357	18.96157	
50.060513	18.964067	
50.06162	18.966415	
50.06276	18.968826	
50.06391	18.971354	
50.065086	18.973948	
50.06623	18.976547	
50.06734	18.979088	
50.06845	18.981674	
50.068565	18.981941	
50.069748	18.984583	
50.07093	18.987226	
50.072025	18.989882	
50.073143	18.992575	
50.074306	18.995302	
50.07562	18.997845	
50.0772		18.99977
50.07898	19.001028	
50.08086	19.001911	
50.08274	19.00277	
50.08458	19.003609	
50.08636	19.004366	
50.08808	19.00513	
50.089798	19.005848	
50.09158	19.006187	
50.09336	19.005976	
50.09506	19.005396	
50.09676	19.004814	
50.09851	19.004671	
50.100197	19.005177	
50.101868	19.00595	
50.103622	19.006775	
50.105385	19.007557	
50.107227	19.007448	
50.10893	19.007519	
50.11052	19.008675	
50.112095	19.010305	
50.113815	19.011086	
50.11553	19.01142	
50.117046	19.012726	
50.118156	19.014694	
50.119312	19.016832	
50.12066	19.018654	
50.122215	19.020163	
50.123802	19.021759	
50.125446	19.023108	
50.12722	19.024157	
50.12901	19.024782	
50.130905	19.025032	
50.13282	19.025232	
50.134834	19.025446	
50.136833	19.025635	
50.13883	19.025425	
50.140778	19.02464	
50.14271	19.023817	
50.14463	19.02308	
50.146557	19.022867	
50.148487	19.023287	
50.150425	19.024006	
50.152496	19.024374	
50.15451	19.024006	
50.1564		19.02291
50.158146	19.021393	
50.159843	19.019861	
50.161537	19.018332	
50.163208	19.01684	
50.165012	19.016289	
50.166786	19.016699	
50.168503	19.01796	
50.170464	19.019545	
50.172203	19.020935	
50.17395	19.022339	
50.175743	19.023798	
50.17747	19.025267	
50.178967	19.027056	
50.180515	19.028862	
50.18213	19.03078	
50.183617	19.032837	
50.184963	19.034874	
50.18635	19.036852	
50.187824	19.038282	
50.189285	19.039639	
50.19001	19.040298	
50.19147	19.041553	
50.19295	19.042814	
50.194466	19.044188	
50.19556	19.046116	
50.19636	19.048456	
50.19768	19.050646	
50.19929	19.051884	
50.200993	19.051989	
50.20525	19.048351	
50.208035	19.051613	
50.211803	19.055292	
50.213394	19.056824	
50.214935	19.05832	
50.216526	19.05964	
50.218216	19.060253	
50.223648	19.058542	
50.225407	19.05791	
50.226997	19.057419	
50.228886	19.056702	
50.230522	19.056078	
50.23192	19.055565	
50.233387	19.055054	
50.23489	19.054533	
50.23634	19.054024	
50.23773	19.053486	
50.238926	19.052706	
50.240116	19.051125	
50.24144	19.049326	
50.2423		19.047567
50.24235	19.047342	
50.242897	19.044958	
50.243446	19.042347	
50.24394	19.039824	
50.24444	19.03757	
50.24489	19.035576	
50.24534	19.033106	
50.245693	19.03039	
50.245907	19.027464	
50.246094	19.024523	
50.246284	19.021654	
50.246483	19.018682	
50.246693	19.015757	
50.246872	19.013033	
50.247		19.010576
50.247128	19.008406	
50.24733	19.005968	
50.24794	19.003412	
50.248867	19.001427	
50.249615	18.999702	
50.25026	18.998026	
50.25073	18.99595	
50.251076	18.994003	
50.25143	18.992	
50.25173	18.98455	
50.251774	18.99019	
50.251945	18.983223	
50.252		18.98557
50.25209	18.988379	
50.25215	18.982138	
50.25235	18.986595	
50.2529		18.982504
50.254116	18.983315	
50.255447	18.98404	
50.25681	18.98448	
50.25797	18.984848	
50.259		18.985249
50.260075	18.985662	
50.261276	18.986221	
50.262394	18.986784	
50.26335	18.987125	
50.264004	18.987392	
50.264187	18.987547	
50.264824	18.988014	
50.265713	18.988588	
50.2668		18.989313
50.267834	18.989859	
50.268215	18.989664	
50.268387	18.988749	
50.268463	18.988205	
50.26849	18.987917	
50.268517	18.987	
50.268715	18.985304	
50.2693		18.983395
50.269882	18.981302	
50.270565	18.978746	
50.271313	18.976048	
50.27209	18.973265	
50.272873	18.970451	
50.273415	18.9675	
50.273727	18.964397	
50.27449	18.961678	
50.275723	18.959448	
50.27702	18.95724	
50.278366	18.955183	
50.27981	18.953306	
50.281197	18.951336	
50.28222	18.948938	
50.283123	18.94634	
50.28409	18.943806	
50.28507	18.94135	
50.286106	18.938995	
50.2871		18.936443
50.288395	18.934082	
50.28999	18.932184	
50.29161	18.930162	
50.292988	18.927734	
50.294247	18.925064	
50.29527	18.92221	
50.29575	18.900986	
50.295753	18.89841	
50.29597	18.895927	
50.29599	18.90369	
50.296055	18.91887	
50.296234	18.89346	
50.29643	18.906439	
50.296463	18.91573	
50.296497	18.890978	
50.29667	18.912542	
50.296764	18.888569	
50.29678	18.909374	
50.297066	18.886265	
50.29719	18.885649	
50.29727	18.882484	
50.297577	18.883972	
		
